p_id,age,workclass,fnlwgt,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev,education_cat
10333,47,Local-gov,93476,Separated,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,0,4,Bachelor's degree
10334,35,Self-emp-not-inc,195744,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0,2,HS graduate
10335,43,Private,125833,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,0,4,Bachelor's degree
10336,18,State-gov,191117,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0,1,Less than HS graduate
10337,54,Private,311020,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
10338,62,Private,210464,Never-married,Other-service,Other-relative,Black,Female,0,0,38,United-States,0,2,HS graduate
10339,36,Private,135289,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1,4,Bachelor's degree
10340,27,Private,156266,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,1,Less than HS graduate
10341,23,Private,154210,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,14,Puerto-Rico,0,3,Some college or associate's degree
10342,61,?,160625,Married-civ-spouse,?,Husband,White,Male,4386,0,15,United-States,1,4,Bachelor's degree
10343,39,Self-emp-not-inc,331481,Divorced,Craft-repair,Not-in-family,Black,Male,0,1669,60,?,0,4,Bachelor's degree
10344,33,Self-emp-not-inc,249249,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,1,Less than HS graduate
10345,28,Private,261725,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico,0,1,Less than HS graduate
10346,22,Private,239612,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,0,2,HS graduate
10347,31,Self-emp-not-inc,226696,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1,3,Some college or associate's degree
10348,26,Private,190330,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,0,4,Bachelor's degree
10349,44,Private,193755,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10350,73,Private,192740,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,0,4,Bachelor's degree
10351,44,Private,201924,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,0,4,Bachelor's degree
10352,35,Private,77146,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0,3,Some college or associate's degree
10353,33,Private,126414,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,?,0,4,Bachelor's degree
10354,27,Private,43652,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10355,47,Federal-gov,227244,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,1,4,Bachelor's degree
10356,29,Private,160731,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,2,HS graduate
10357,33,Private,287878,Married-civ-spouse,Other-service,Wife,White,Female,0,0,26,United-States,0,3,Some college or associate's degree
10358,50,Private,166758,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,0,3,Some college or associate's degree
10359,32,Private,183811,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,40,United-States,0,2,HS graduate
10360,41,Self-emp-not-inc,254818,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Peru,0,5,Graduate or professional degree
10361,19,?,220517,Never-married,?,Own-child,White,Female,0,0,35,United-States,0,3,Some college or associate's degree
10362,45,Private,295046,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1,2,HS graduate
10363,65,Private,190568,Widowed,Adm-clerical,Not-in-family,White,Female,0,810,36,United-States,0,2,HS graduate
10364,42,State-gov,211915,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
10365,33,Self-emp-not-inc,295621,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,25,United-States,1,4,Bachelor's degree
10366,32,Private,204567,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,1,4,Bachelor's degree
10367,42,Private,204235,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
10368,49,Private,186982,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,1,3,Some college or associate's degree
10369,38,Private,133586,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,45,United-States,0,2,HS graduate
10370,38,Private,165930,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
10371,37,Private,164898,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,0,3,Some college or associate's degree
10372,24,Private,278155,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,0,3,Some college or associate's degree
10373,27,Self-emp-not-inc,115705,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
10374,25,Private,150553,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,0,1,Less than HS graduate
10375,29,Private,185127,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
10376,46,Private,201595,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,0,2,HS graduate
10377,44,Self-emp-inc,165815,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,96,United-States,0,2,HS graduate
10378,26,Private,102420,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,South,0,4,Bachelor's degree
10379,46,Local-gov,344172,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,49,United-States,1,3,Some college or associate's degree
10380,38,Private,222450,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10381,38,Private,212245,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10382,22,State-gov,190625,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,0,4,Bachelor's degree
10383,33,Private,203488,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10384,50,Private,304260,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0,3,Some college or associate's degree
10385,31,Local-gov,243665,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,1,2,HS graduate
10386,26,Self-emp-not-inc,189238,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,Mexico,0,3,Some college or associate's degree
10387,42,Private,77373,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,0,3,Some college or associate's degree
10388,27,Private,410351,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10389,34,Private,36385,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,5,Graduate or professional degree
10390,64,Private,110150,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10391,43,Private,198316,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10392,39,Private,127772,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10393,47,Self-emp-not-inc,199058,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
10394,56,Private,285730,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States,0,5,Graduate or professional degree
10395,25,Local-gov,334133,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0,5,Graduate or professional degree
10396,60,State-gov,97030,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0,4,Bachelor's degree
10397,52,Private,67090,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,0,2,HS graduate
10398,43,Private,397963,Divorced,Handlers-cleaners,Not-in-family,White,Male,594,0,16,United-States,0,2,HS graduate
10399,46,Private,182533,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,0,4,Bachelor's degree
10400,19,Private,560804,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0,3,Some college or associate's degree
10401,56,Private,365050,Never-married,Farming-fishing,Unmarried,Black,Female,0,0,20,United-States,0,1,Less than HS graduate
10402,22,Private,110200,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,4,Bachelor's degree
10403,28,Private,150025,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,?,0,1,Less than HS graduate
10404,39,Private,299828,Separated,Sales,Unmarried,Black,Female,0,0,30,Puerto-Rico,0,1,Less than HS graduate
10405,28,Private,109282,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10406,31,Private,103435,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10407,22,Private,34747,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0,2,HS graduate
10408,39,Private,137522,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,?,1,2,HS graduate
10409,39,Private,286789,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
10410,28,Self-emp-not-inc,211032,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0,1,Less than HS graduate
10411,67,?,192916,Married-civ-spouse,?,Husband,White,Male,3818,0,11,United-States,0,2,HS graduate
10412,31,Private,219318,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,Puerto-Rico,0,2,HS graduate
10413,50,Private,112873,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,4,Bachelor's degree
10414,34,Private,36069,Married-civ-spouse,Craft-repair,Husband,White,Male,3908,0,46,United-States,0,2,HS graduate
10415,48,Private,73434,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Germany,1,2,HS graduate
10416,51,Private,200576,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10417,54,Private,172962,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10418,44,Private,44006,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10419,20,Private,234474,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,0,3,Some college or associate's degree
10420,37,Private,212826,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0,2,HS graduate
10421,38,Private,234901,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10422,59,Federal-gov,200700,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,0,3,Some college or associate's degree
10423,59,Self-emp-not-inc,41258,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,4,Bachelor's degree
10424,51,Private,249644,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,1,3,Some college or associate's degree
10425,60,?,230165,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,0,4,Bachelor's degree
10426,29,Private,351731,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10427,37,Private,114765,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
10428,42,Private,349884,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,1,Less than HS graduate
10429,28,Self-emp-inc,204247,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10430,34,Private,143392,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
10431,50,Self-emp-not-inc,37913,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Italy,1,4,Bachelor's degree
10432,22,Self-emp-inc,150683,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,0,2,HS graduate
10433,27,Private,207611,Never-married,Other-service,Not-in-family,White,Female,0,0,52,United-States,0,2,HS graduate
10434,45,State-gov,319666,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,0,5,Graduate or professional degree
10435,39,Private,155961,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,0,2,HS graduate
10436,25,Local-gov,117833,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0,4,Bachelor's degree
10437,63,?,447079,Never-married,?,Not-in-family,White,Male,0,0,15,United-States,0,2,HS graduate
10438,24,Self-emp-inc,142404,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
10439,18,Private,155752,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,0,2,HS graduate
10440,19,?,252292,Never-married,?,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
10441,23,Private,111450,Never-married,Other-service,Unmarried,Black,Male,0,0,38,United-States,0,1,Less than HS graduate
10442,20,Private,528616,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,0,1,Less than HS graduate
10443,17,Self-emp-not-inc,228786,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,0,1,Less than HS graduate
10444,63,Self-emp-inc,80572,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
10445,28,Local-gov,180271,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,1,4,Bachelor's degree
10446,51,Federal-gov,237819,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10447,29,Private,157612,Never-married,Sales,Not-in-family,White,Female,3325,0,45,United-States,0,4,Bachelor's degree
10448,64,Private,379062,Widowed,Adm-clerical,Unmarried,White,Female,0,0,12,United-States,0,3,Some college or associate's degree
10449,17,Private,191910,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0,1,Less than HS graduate
10450,45,Local-gov,326064,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United-States,0,3,Some college or associate's degree
10451,18,Private,312353,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0,1,Less than HS graduate
10452,31,Local-gov,213307,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
10453,48,Self-emp-not-inc,209057,Married-spouse-absent,Sales,Own-child,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10454,41,Private,340148,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0,3,Some college or associate's degree
10455,65,Private,154171,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,60,United-States,1,5,Graduate or professional degree
10456,27,Private,94064,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10457,39,Private,119098,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10458,51,Self-emp-not-inc,388496,Divorced,Craft-repair,Not-in-family,White,Male,0,0,8,Puerto-Rico,1,3,Some college or associate's degree
10459,49,Private,181363,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,5,Graduate or professional degree
10460,58,?,210031,Divorced,?,Unmarried,White,Male,0,0,40,United-States,0,2,HS graduate
10461,36,Private,206951,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,1,4,Bachelor's degree
10462,25,Private,485496,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0,2,HS graduate
10463,41,Private,210259,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,0,3,Some college or associate's degree
10464,31,Private,118551,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,1,Less than HS graduate
10465,63,Private,180911,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,37,United-States,1,1,Less than HS graduate
10466,50,State-gov,242517,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10467,63,Private,298113,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10468,44,Self-emp-not-inc,277783,Never-married,Farming-fishing,Own-child,White,Male,0,0,99,United-States,0,5,Graduate or professional degree
10469,48,Private,155862,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,0,2,HS graduate
10470,51,Self-emp-not-inc,171924,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
10471,18,Private,243900,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0,2,HS graduate
10472,23,Private,231160,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0,3,Some college or associate's degree
10473,31,Private,356882,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,0,2,HS graduate
10474,38,Private,49020,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10475,19,?,105460,Never-married,?,Own-child,White,Male,0,0,20,England,0,3,Some college or associate's degree
10476,56,Private,157749,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1,3,Some college or associate's degree
10477,31,Private,131568,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,United-States,0,1,Less than HS graduate
10478,46,Private,332355,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10479,39,Private,204501,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,5,Graduate or professional degree
10480,56,Local-gov,305767,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,0,2,HS graduate
10481,31,Private,129761,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
10482,42,Self-emp-inc,130126,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,1,4,Bachelor's degree
10483,53,Private,102828,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,1,2,HS graduate
10484,18,Private,160984,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0,1,Less than HS graduate
10485,18,?,255282,Never-married,?,Own-child,Black,Male,0,1602,48,United-States,0,1,Less than HS graduate
10486,20,?,346341,Never-married,?,Not-in-family,White,Female,0,0,35,United-States,0,3,Some college or associate's degree
10487,27,Private,285897,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,1,2,HS graduate
10488,31,Private,356689,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0,4,Bachelor's degree
10489,52,Federal-gov,192386,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,United-States,0,5,Graduate or professional degree
10490,46,Private,394860,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10491,30,Private,113129,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,0,3,Some college or associate's degree
10492,26,Private,55929,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10493,48,Local-gov,177018,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,5,Graduate or professional degree
10494,37,Private,161141,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
10495,29,Private,309463,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
10496,49,Private,165468,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,1,2,HS graduate
10497,24,Private,49218,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
10498,74,Self-emp-not-inc,119129,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,United-States,0,2,HS graduate
10499,56,Self-emp-not-inc,162130,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,1,1,Less than HS graduate
10500,39,Federal-gov,129573,Never-married,Adm-clerical,Not-in-family,White,Male,0,1741,40,United-States,0,4,Bachelor's degree
10501,21,Private,306850,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
10502,29,Private,135296,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,45,United-States,1,4,Bachelor's degree
10503,43,Self-emp-not-inc,187322,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,0,2,HS graduate
10504,23,Private,55674,Never-married,Protective-serv,Not-in-family,White,Female,2907,0,40,United-States,0,4,Bachelor's degree
10505,26,Private,148298,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0,2,HS graduate
10506,47,Private,34845,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,2,HS graduate
10507,27,Private,200733,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,0,2,HS graduate
10508,45,Private,191858,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1,2,HS graduate
10509,30,Private,425528,Never-married,Protective-serv,Own-child,White,Male,0,0,70,United-States,0,2,HS graduate
10510,35,Private,44780,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,1,3,Some college or associate's degree
10511,33,Private,125856,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10512,37,Private,100508,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
10513,21,Private,148294,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,0,2,HS graduate
10514,42,Private,39324,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10515,48,Federal-gov,147397,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,0,2,HS graduate
10516,46,Private,24728,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,0,2,HS graduate
10517,36,Private,177616,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,1,Less than HS graduate
10518,54,Private,163826,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
10519,25,Private,199947,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,2,HS graduate
10520,26,Local-gov,386949,Divorced,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,0,2,HS graduate
10521,36,Self-emp-inc,116133,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,United-States,0,2,HS graduate
10522,56,Self-emp-not-inc,196307,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0,4,Bachelor's degree
10523,37,Private,177181,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10524,26,Private,324854,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,4,Bachelor's degree
10525,23,Private,188505,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0,4,Bachelor's degree
10526,23,State-gov,502316,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
10527,41,State-gov,26892,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,4,Bachelor's degree
10528,55,Private,102058,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,4,Bachelor's degree
10529,39,Private,167728,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
10530,67,Local-gov,233681,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,0,3,Some college or associate's degree
10531,60,Private,26756,Widowed,Sales,Not-in-family,White,Female,0,0,50,United-States,0,2,HS graduate
10532,54,Private,101890,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
10533,38,Private,192337,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,1,5,Graduate or professional degree
10534,47,Private,340982,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3103,0,40,Philippines,1,3,Some college or associate's degree
10535,49,State-gov,102308,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,1,4,Bachelor's degree
10536,19,Private,84747,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,0,2,HS graduate
10537,20,Private,197752,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10538,66,Private,185336,Widowed,Sales,Other-relative,White,Female,0,0,35,United-States,0,2,HS graduate
10539,22,?,289984,Never-married,?,Not-in-family,Black,Female,0,0,25,United-States,0,3,Some college or associate's degree
10540,51,Self-emp-not-inc,125417,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1,5,Graduate or professional degree
10541,19,Private,278480,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
10542,36,Private,146412,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
10543,33,Private,193042,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1,2,HS graduate
10544,41,Private,53956,Divorced,Sales,Not-in-family,White,Male,0,1980,56,United-States,0,4,Bachelor's degree
10545,90,Private,175491,Married-civ-spouse,Craft-repair,Husband,White,Male,9386,0,50,Ecuador,1,2,HS graduate
10546,78,?,33186,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,0,1,Less than HS graduate
10547,36,Private,144154,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
10548,30,Private,194901,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,0,5,Graduate or professional degree
10549,35,Private,335777,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,0,3,Some college or associate's degree
10550,46,Private,139268,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,5,Graduate or professional degree
10551,38,Private,33887,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,0,2,HS graduate
10552,24,Private,283613,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,4,Bachelor's degree
10553,40,Private,141245,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Puerto-Rico,0,4,Bachelor's degree
10554,49,Private,298130,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
10555,19,Private,186096,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,0,2,HS graduate
10556,77,Private,187656,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,20,United-States,0,3,Some college or associate's degree
10557,46,Private,102308,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,56,United-States,1,2,HS graduate
10558,41,Private,124639,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,3,Some college or associate's degree
10559,28,Private,388112,Never-married,Farming-fishing,Unmarried,White,Male,0,0,77,Mexico,0,1,Less than HS graduate
10560,21,Private,109952,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
10561,24,Private,164529,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,0,1,Less than HS graduate
10562,36,Private,247750,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,United-States,0,2,HS graduate
10563,23,State-gov,103588,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,0,3,Some college or associate's degree
10564,38,Federal-gov,248919,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,40,United-States,0,2,HS graduate
