age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
37,Public-sector,128054,10,0,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,3
39,Private,179731,14,1,Exec-managerial,Wife,4,0,0,2415,65,United-States,1,5
32,Self-emp,113543,15,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
23,Private,252153,10,0,Other-service,Not-in-family,4,0,0,0,28,United-States,0,3
45,Public-sector,45891,10,0,Adm-clerical,Unmarried,4,1,0,0,42,United-States,0,3
30,Private,112263,7,0,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,1
20,Private,47791,8,0,Other-service,Not-in-family,4,0,0,0,10,United-States,0,1
41,Private,202980,9,1,Craft-repair,Husband,4,1,0,0,4,Peru,0,2
21,Private,34918,9,0,Sales,Own-child,4,0,0,0,30,United-States,0,2
48,Private,91251,4,1,Other-service,Husband,1,1,0,0,30,China,0,1
31,Private,132996,9,1,Prof-specialty,Husband,4,1,5178,0,45,United-States,1,2
34,Private,306215,11,0,Handlers-cleaners,Not-in-family,2,1,0,0,40,United-States,0,3
25,Private,203570,9,0,Other-service,Unmarried,2,1,0,0,40,United-States,0,2
41,Self-emp,355918,13,0,Craft-repair,Not-in-family,4,1,0,0,35,United-States,0,4
35,Self-emp,198841,15,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,5
42,Private,282964,13,0,Exec-managerial,Unmarried,4,0,0,0,40,United-States,0,4
34,Self-emp,312197,9,1,Transport-moving,Husband,4,1,0,0,75,Mexico,1,2
44,Private,98779,6,1,Machine-op-inspct,Husband,4,1,4386,0,60,United-States,0,1
32,Private,200246,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
25,Private,182771,10,0,Sales,Own-child,1,1,0,0,40,United-States,0,3
23,Private,199908,7,1,Transport-moving,Husband,4,1,0,0,50,United-States,0,1
36,Private,172104,15,0,Prof-specialty,Not-in-family,3,1,0,0,40,India,1,5
53,Self-emp,35295,13,0,Sales,Unmarried,4,1,0,0,60,United-States,1,4
27,Private,216858,16,0,Prof-specialty,Not-in-family,4,1,0,0,52,United-States,0,5
27,Private,332187,13,0,Adm-clerical,Not-in-family,4,0,0,0,65,United-States,0,4
57,Private,255109,9,0,Exec-managerial,Not-in-family,4,0,0,0,45,United-States,0,2
17,Private,111332,7,0,Sales,Own-child,4,0,0,0,20,United-States,0,1
59,Public-sector,238431,9,0,Adm-clerical,Unmarried,4,0,0,0,38,United-States,0,2
34,Private,131552,9,0,Other-service,Own-child,4,0,0,0,40,United-States,0,2
30,Private,110239,6,1,Transport-moving,Husband,4,1,0,0,55,United-States,0,1
31,Public-sector,255830,12,0,Adm-clerical,Own-child,2,0,0,0,45,United-States,0,3
18,?,175648,7,0,?,Own-child,4,1,0,0,40,United-States,0,1
23,Private,82998,10,0,Sales,Not-in-family,4,1,0,0,30,United-States,0,3
19,Private,164320,9,0,Transport-moving,Own-child,4,1,0,0,40,United-States,0,2
20,Self-emp,263498,11,0,Farming-fishing,Own-child,4,1,0,0,40,United-States,0,3
52,Self-emp,162381,9,0,Sales,Not-in-family,4,1,0,0,40,United-States,0,2
39,Public-sector,229651,13,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,4
27,Private,357348,9,0,Other-service,Unmarried,4,0,0,0,50,United-States,0,2
19,Private,269657,10,0,Sales,Not-in-family,4,0,0,0,35,United-States,0,3
38,Public-sector,82880,13,1,Prof-specialty,Wife,4,0,0,0,15,United-States,0,4
19,Private,389755,9,0,Handlers-cleaners,Own-child,4,1,0,0,16,United-States,0,2
34,Private,195136,13,1,Prof-specialty,Wife,4,0,0,1887,40,United-States,1,4
41,Private,207685,9,1,Transport-moving,Husband,4,1,0,0,45,?,0,2
23,Private,222925,9,1,Machine-op-inspct,Own-child,4,0,2105,0,40,United-States,0,2
24,?,196388,12,0,?,Not-in-family,4,1,0,0,12,United-States,0,3
24,Private,50341,13,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,4
22,Private,214134,6,0,Transport-moving,Not-in-family,0,1,0,0,84,United-States,0,1
45,Private,114032,15,1,Prof-specialty,Husband,4,1,0,0,60,United-States,1,5
45,Private,192053,9,1,Exec-managerial,Husband,4,1,0,0,60,United-States,1,2
48,Private,240231,13,1,Exec-managerial,Husband,1,1,0,0,40,Japan,1,4
42,Private,44402,13,1,Sales,Husband,4,1,0,0,60,United-States,0,4
35,Self-emp,191503,10,1,Sales,Husband,4,1,0,0,50,United-States,0,3
32,Private,163530,9,0,Other-service,Unmarried,0,0,0,0,40,United-States,0,2
51,Public-sector,136823,9,1,Exec-managerial,Wife,4,0,0,0,32,United-States,0,2
59,Private,121912,10,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,3
31,Public-sector,58624,9,0,Transport-moving,Own-child,4,1,0,0,40,United-States,0,2
27,Public-sector,74056,13,0,Tech-support,Not-in-family,4,1,0,0,50,United-States,0,4
29,Private,144259,13,1,Handlers-cleaners,Husband,2,1,4386,0,80,?,1,4
57,Private,182028,12,0,Adm-clerical,Not-in-family,4,0,0,0,35,United-States,0,3
40,Private,209040,9,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
31,Private,206046,9,0,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,2
23,Private,182494,4,0,Machine-op-inspct,Own-child,4,1,0,0,40,United-States,0,1
42,Private,185057,9,0,Adm-clerical,Unmarried,4,0,0,0,35,Scotland,0,2
60,Private,147473,9,1,Sales,Husband,4,1,0,0,40,United-States,0,2
53,Public-sector,221722,14,0,Exec-managerial,Not-in-family,4,0,14344,0,50,United-States,1,5
20,?,388811,10,0,?,Own-child,4,0,0,0,40,United-States,0,3
27,Private,221912,9,0,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
31,Private,48189,9,1,Transport-moving,Husband,4,1,0,0,45,United-States,0,2
29,Public-sector,382272,13,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,4
22,Private,48347,13,0,Farming-fishing,Own-child,4,1,0,0,40,United-States,0,4
42,Private,143046,13,0,Prof-specialty,Not-in-family,4,0,0,1564,38,United-States,1,4
63,Self-emp,137940,15,1,Prof-specialty,Husband,4,1,15024,0,50,United-States,1,5
28,Private,249571,9,1,Sales,Husband,4,1,0,0,40,United-States,0,2
79,Private,121318,10,1,Adm-clerical,Husband,4,1,0,0,20,United-States,0,3
39,Private,224531,9,1,Craft-repair,Husband,4,1,7298,0,40,United-States,1,2
29,Private,185019,8,0,Other-service,Not-in-family,3,1,0,0,40,United-States,0,1
60,Private,27886,4,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,1
58,Private,94741,8,1,Other-service,Wife,4,0,0,0,24,United-States,0,1
20,Private,107801,12,0,Other-service,Own-child,4,0,0,2205,18,United-States,0,3
44,Private,191256,9,1,Transport-moving,Husband,4,1,0,0,65,United-States,1,2
47,Private,256866,9,1,Transport-moving,Husband,4,1,0,0,48,United-States,0,2
59,Private,197148,9,1,Protective-serv,Husband,4,1,0,0,24,United-States,1,2
37,Private,312271,14,0,Exec-managerial,Not-in-family,4,1,0,0,65,United-States,0,5
21,Private,118657,9,0,Machine-op-inspct,Other-relative,4,1,0,0,40,United-States,0,2
68,Private,224338,11,0,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,3
43,Private,242488,10,1,Adm-clerical,Husband,4,1,5013,0,40,United-States,0,3
23,?,234970,10,0,?,Own-child,2,0,0,0,40,United-States,0,3
23,Private,227915,9,0,Craft-repair,Unmarried,4,0,0,0,33,United-States,0,2
40,Public-sector,105717,14,0,Adm-clerical,Not-in-family,4,0,0,1876,35,United-States,0,5
45,Self-emp,160962,10,0,Sales,Own-child,4,0,0,0,35,United-States,0,3
34,?,353881,11,1,?,Husband,4,1,3103,0,60,United-States,1,3
22,Private,188950,10,0,Tech-support,Own-child,4,1,0,0,40,United-States,0,3
38,Private,201328,13,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,4
24,Private,218678,10,0,Sales,Not-in-family,4,1,0,0,49,United-States,0,3
23,Private,184255,9,1,Sales,Wife,4,0,0,0,40,United-States,0,2
39,Public-sector,200968,10,1,Adm-clerical,Other-relative,4,1,0,0,45,United-States,1,3
26,Private,102264,10,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
24,Private,300584,9,0,Handlers-cleaners,Unmarried,4,1,0,0,40,United-States,0,2
22,Private,208946,10,0,Adm-clerical,Own-child,4,1,0,0,25,United-States,0,3
36,Private,105021,13,1,Prof-specialty,Husband,4,1,0,0,55,United-States,0,4
20,Private,124751,10,0,Priv-house-serv,Own-child,4,0,0,0,20,United-States,0,3
18,Private,274057,7,0,Other-service,Own-child,2,1,0,0,8,United-States,0,1
38,Private,132879,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
43,Self-emp,260960,13,0,Farming-fishing,Not-in-family,4,1,0,0,35,United-States,0,4
56,Private,208415,9,0,Exec-managerial,Not-in-family,2,1,0,0,40,?,0,2
42,Private,356934,14,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,5
35,Private,154410,13,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
31,Private,35378,10,0,Adm-clerical,Not-in-family,4,0,0,0,45,United-States,0,3
73,Private,301210,2,1,Transport-moving,Husband,4,1,0,1735,20,United-States,0,1
32,Private,73621,10,0,Exec-managerial,Unmarried,4,0,0,0,42,United-States,0,3
37,Private,108140,14,1,Exec-managerial,Husband,4,1,15024,0,45,United-States,1,5
66,Private,217198,9,1,Handlers-cleaners,Husband,4,1,0,0,10,United-States,0,2
22,Private,157332,9,0,Other-service,Own-child,4,0,0,0,35,United-States,0,2
51,Private,202956,11,1,Sales,Husband,4,1,0,0,40,United-States,0,3
31,Private,173495,9,0,Other-service,Own-child,4,1,0,0,35,United-States,0,2
65,Private,149811,9,0,Adm-clerical,Unmarried,4,0,0,2206,59,Canada,0,2
39,Private,444219,9,1,Craft-repair,Wife,2,0,0,0,45,United-States,0,2
48,Private,125120,10,1,Adm-clerical,Wife,4,0,0,0,37,United-States,0,3
20,Private,190429,10,0,Other-service,Not-in-family,4,0,0,0,40,United-States,0,3
28,?,190303,12,0,?,Other-relative,4,1,0,0,40,United-States,0,3
48,Private,248164,13,1,Sales,Husband,4,1,4386,0,50,United-States,1,4
29,Public-sector,208534,15,1,Prof-specialty,Husband,4,1,0,0,80,United-States,0,5
36,Self-emp,343721,16,0,Prof-specialty,Not-in-family,4,1,0,0,30,?,1,5
35,Self-emp,196373,13,1,Exec-managerial,Husband,4,1,0,0,45,United-States,1,4
31,Private,433788,10,1,Transport-moving,Husband,4,1,0,0,40,United-States,1,3
48,Public-sector,122086,9,1,Protective-serv,Husband,4,1,0,0,40,United-States,0,2
36,Private,137314,11,0,Tech-support,Not-in-family,4,1,0,0,45,United-States,0,3
40,Self-emp,33068,9,1,Farming-fishing,Husband,4,1,0,0,50,United-States,0,2
57,Private,210688,9,1,Prof-specialty,Husband,4,1,0,0,15,United-States,0,2
26,Public-sector,117833,13,0,Prof-specialty,Not-in-family,4,0,4865,0,35,United-States,0,4
37,Public-sector,103474,9,0,Other-service,Own-child,4,0,0,0,40,United-States,0,2
65,Private,115880,16,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,5
26,Self-emp,233933,6,0,Prof-specialty,Not-in-family,4,0,0,0,32,United-States,0,1
42,Private,52781,10,1,Tech-support,Husband,4,1,0,0,40,United-States,0,3
47,Private,586657,14,1,Exec-managerial,Husband,4,1,0,0,40,Japan,1,5
62,Private,113080,4,0,Craft-repair,Own-child,4,1,0,0,40,United-States,0,1
27,Private,251905,11,0,Exec-managerial,Own-child,4,1,0,0,50,United-States,0,3
76,Self-emp,225964,10,0,Sales,Not-in-family,4,1,0,0,8,United-States,0,3
20,?,194096,10,0,?,Own-child,4,0,0,0,40,United-States,0,3
29,Private,263831,13,0,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,4
29,Private,133136,8,1,Transport-moving,Husband,4,1,0,0,40,United-States,1,1
32,Private,121634,6,0,Machine-op-inspct,Own-child,4,1,0,0,40,Mexico,0,1
22,Self-emp,40767,10,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
30,Public-sector,355789,9,0,Adm-clerical,Not-in-family,2,0,0,0,50,United-States,0,2
43,Public-sector,311914,10,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,3
23,Private,91189,13,1,Other-service,Husband,4,1,0,0,20,United-States,0,4
44,Public-sector,344060,15,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
41,Private,113823,13,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,4
49,Public-sector,185800,14,0,Prof-specialty,Unmarried,2,0,7430,0,40,United-States,1,5
30,Private,76107,9,0,Transport-moving,Not-in-family,4,1,0,0,45,United-States,1,2
23,Private,117618,10,0,Handlers-cleaners,Own-child,4,1,0,0,35,United-States,0,3
39,Private,238008,9,0,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
32,Private,136480,13,1,Sales,Husband,4,1,0,0,60,United-States,1,4
50,Private,285200,10,1,Craft-repair,Husband,4,1,0,1887,35,United-States,1,3
19,Private,351040,10,0,Adm-clerical,Own-child,4,0,0,0,40,Puerto-Rico,0,3
35,Private,1226583,13,1,Sales,Husband,4,1,0,0,52,United-States,1,4
23,Private,195767,9,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,2
25,Private,187540,10,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
40,Private,79372,9,0,Sales,Not-in-family,4,0,0,0,40,United-States,0,2
30,Private,226665,13,1,Exec-managerial,Husband,2,1,0,0,42,United-States,1,4
52,Private,213209,10,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
49,Private,211005,10,1,Machine-op-inspct,Husband,2,1,0,0,60,United-States,0,3
24,Private,96178,13,0,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,4
46,Private,328216,13,1,Exec-managerial,Husband,4,1,15024,0,40,United-States,1,4
39,Private,110713,13,1,Sales,Husband,4,1,0,0,50,United-States,1,4
45,Self-emp,225456,13,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
62,Public-sector,159908,13,1,Adm-clerical,Wife,4,0,0,1258,38,United-States,0,4
43,Private,118308,13,1,Prof-specialty,Husband,4,1,0,1977,50,United-States,1,4
45,Private,180309,10,0,Machine-op-inspct,Unmarried,4,0,0,0,40,United-States,0,3
62,Self-emp,39630,9,1,Sales,Husband,4,1,0,0,40,United-States,0,2
48,Private,273828,3,0,Handlers-cleaners,Not-in-family,4,1,0,0,40,Mexico,0,1
56,Private,172071,9,0,Other-service,Unmarried,2,0,0,0,40,Jamaica,0,2
28,Private,218887,9,0,Farming-fishing,Unmarried,4,0,0,0,35,United-States,0,2
23,Private,664670,9,0,Craft-repair,Own-child,2,1,0,0,40,United-States,0,2
43,Private,209149,9,0,Other-service,Not-in-family,4,0,0,0,35,United-States,0,2
26,Private,84619,13,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,4
36,Private,447346,9,1,Sales,Husband,4,1,0,0,50,United-States,1,2
55,Public-sector,37869,16,0,Prof-specialty,Not-in-family,4,0,0,0,60,United-States,0,5
48,Public-sector,99086,13,0,Exec-managerial,Not-in-family,4,0,0,0,50,United-States,0,4
43,Private,143582,3,1,Machine-op-inspct,Wife,1,0,0,2129,72,?,0,1
38,Private,326886,11,1,Exec-managerial,Husband,4,1,0,0,45,United-States,1,3
18,Private,181755,9,0,Sales,Not-in-family,4,1,0,0,30,United-States,0,2
56,Self-emp,249368,9,1,Exec-managerial,Not-in-family,4,1,0,0,70,United-States,0,2
39,Self-emp,326400,14,0,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,5
46,Private,504725,3,0,Handlers-cleaners,Not-in-family,4,1,0,0,50,Mexico,0,1
36,Private,88967,7,0,Transport-moving,Unmarried,0,1,0,0,65,United-States,0,1
42,Self-emp,170721,9,1,Craft-repair,Husband,4,1,0,2002,40,United-States,0,2
50,Private,148953,9,1,Transport-moving,Husband,4,1,0,0,50,United-States,1,2
17,Private,342752,7,0,Handlers-cleaners,Own-child,4,1,0,0,20,United-States,0,1
57,Private,220871,4,0,Machine-op-inspct,Unmarried,2,0,0,0,40,United-States,0,1
73,Private,29675,9,0,Other-service,Other-relative,4,0,0,0,12,United-States,0,2
50,Public-sector,183611,10,0,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,3
35,Private,115215,10,0,Transport-moving,Own-child,4,1,0,0,45,United-States,0,3
27,Private,152231,10,1,Machine-op-inspct,Husband,4,1,0,0,45,United-States,0,3
24,?,41356,10,0,?,Not-in-family,4,0,0,0,40,United-States,0,3
27,Private,225142,10,0,Craft-repair,Own-child,4,1,0,0,40,United-States,0,3
23,Self-emp,121313,9,0,Craft-repair,Own-child,4,1,0,0,40,United-States,0,2
25,Private,134821,9,0,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
51,Private,311350,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
26,Private,102106,6,1,Adm-clerical,Wife,4,0,0,0,40,United-States,0,1
47,Private,427055,10,1,Adm-clerical,Husband,4,1,0,0,45,Mexico,0,3
40,Private,117860,9,0,Other-service,Not-in-family,2,1,0,0,40,United-States,0,2
58,Private,285885,5,0,Other-service,Unmarried,4,0,0,0,40,United-States,0,1
25,Private,212800,10,0,Sales,Own-child,4,0,0,0,40,United-States,0,3
29,Private,194864,9,1,Sales,Wife,4,0,0,0,18,United-States,0,2
36,Private,31438,7,1,Transport-moving,Husband,4,1,0,0,43,United-States,0,1
46,Private,148254,9,0,Exec-managerial,Not-in-family,4,0,0,0,60,United-States,0,2
69,Private,113035,2,0,Priv-house-serv,Not-in-family,2,0,0,0,4,United-States,0,1
69,Private,106595,9,0,Adm-clerical,Not-in-family,4,0,1848,0,40,United-States,0,2
28,Private,144521,9,0,Other-service,Own-child,2,0,0,0,40,United-States,0,2
20,Private,172232,9,0,Adm-clerical,Own-child,4,1,0,0,48,United-States,0,2
54,Public-sector,123592,9,0,Adm-clerical,Unmarried,2,0,3887,0,35,United-States,0,2
25,Private,191921,10,0,Transport-moving,Own-child,4,1,0,0,40,United-States,0,3
64,Public-sector,237379,9,1,Handlers-cleaners,Husband,4,1,3471,0,40,United-States,0,2
17,Private,208463,9,0,Sales,Own-child,4,0,0,0,20,United-States,0,2
53,Public-sector,68985,9,1,Adm-clerical,Husband,4,1,0,0,40,United-States,0,2
50,Private,22418,5,0,Transport-moving,Not-in-family,4,1,0,0,50,United-States,0,1
57,Private,163047,9,1,Exec-managerial,Wife,4,0,0,0,38,United-States,0,2
51,Private,153870,10,1,Transport-moving,Husband,4,1,0,2603,40,United-States,0,3
20,?,124954,10,0,?,Own-child,4,1,0,0,30,United-States,0,3
47,Private,197702,10,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
25,Private,166415,9,0,Transport-moving,Unmarried,4,1,0,0,52,United-States,0,2
50,Public-sector,116211,15,1,Exec-managerial,Husband,4,1,0,0,52,United-States,1,5
20,Private,33644,9,0,Adm-clerical,Own-child,4,0,0,0,30,United-States,0,2
43,Public-sector,33331,15,1,Prof-specialty,Husband,4,1,0,1977,70,United-States,1,5
46,Private,73019,13,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
54,Private,169182,9,0,Adm-clerical,Unmarried,4,0,0,0,38,Puerto-Rico,0,2
53,Private,20438,10,0,Exec-managerial,Unmarried,0,0,0,0,15,United-States,0,3
21,Private,109869,9,0,Craft-repair,Own-child,4,1,0,0,30,United-States,0,2
58,Private,316849,10,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,3
30,Private,208043,13,1,Sales,Husband,4,1,0,0,55,United-States,1,4
61,Private,153790,9,1,Adm-clerical,Wife,2,0,0,0,40,United-States,0,2
56,Public-sector,153451,10,0,Adm-clerical,Not-in-family,4,0,0,0,35,United-States,0,3
59,Private,96840,9,0,Other-service,Unmarried,4,0,0,0,40,United-States,0,2
72,Private,192732,9,1,Handlers-cleaners,Husband,4,1,0,0,20,United-States,0,2
33,Private,209101,9,0,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,2
46,Private,146919,9,1,Adm-clerical,Wife,4,0,0,0,40,United-States,1,2
46,Public-sector,192323,10,1,Protective-serv,Husband,4,1,0,0,38,United-States,1,3
48,Private,217019,9,0,Prof-specialty,Unmarried,2,0,0,0,28,United-States,0,2
33,Private,198211,9,1,Exec-managerial,Husband,4,1,0,0,40,United-States,0,2
21,Private,222490,10,0,Handlers-cleaners,Own-child,4,0,0,0,40,United-States,0,3
27,Private,106758,9,0,Adm-clerical,Unmarried,4,0,0,0,45,United-States,0,2
31,Private,561334,9,0,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,2
28,Private,203710,13,0,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,4
45,Public-sector,203322,10,0,Adm-clerical,Not-in-family,4,0,0,0,38,United-States,0,3
51,Private,123703,9,1,Machine-op-inspct,Husband,4,1,4386,0,40,United-States,1,2
46,Public-sector,312015,9,0,Other-service,Not-in-family,2,0,0,0,40,United-States,0,2
25,Private,209428,10,1,Sales,Husband,4,1,0,0,25,El-Salvador,0,3
61,Private,230292,10,1,Adm-clerical,Husband,4,1,7688,0,40,United-States,1,3
17,Private,114420,7,0,Sales,Own-child,4,0,0,0,30,United-States,0,1
26,Private,120238,13,0,Craft-repair,Not-in-family,4,1,3325,0,40,United-States,0,4
35,Private,100375,6,0,Craft-repair,Not-in-family,4,1,0,0,60,United-States,0,1
33,Self-emp,42485,7,1,Exec-managerial,Husband,4,1,0,0,70,United-States,0,1
37,Private,130620,8,1,Sales,Wife,1,0,0,0,33,?,0,1
39,Public-sector,134367,9,0,Adm-clerical,Own-child,4,0,0,0,35,United-States,0,2
42,Private,147099,9,0,Other-service,Unmarried,4,0,0,0,30,United-States,0,2
35,Private,36214,13,1,Exec-managerial,Husband,4,1,4386,0,47,United-States,1,4
45,Private,119904,9,0,Tech-support,Not-in-family,4,0,0,0,50,United-States,1,2
47,Self-emp,105779,13,0,Sales,Own-child,4,1,0,0,40,United-States,1,4
64,Private,165020,7,1,Craft-repair,Husband,4,1,0,0,48,United-States,0,1
39,Private,187098,15,1,Exec-managerial,Wife,4,0,15024,0,47,United-States,1,5
43,?,142030,9,0,?,Unmarried,4,0,0,0,40,United-States,0,2
34,Private,241360,9,1,Prof-specialty,Husband,4,1,0,0,40,?,0,2
62,Private,121319,13,1,Prof-specialty,Husband,4,1,3103,0,40,United-States,1,4
53,Private,151580,10,1,Prof-specialty,Husband,4,1,15024,0,40,United-States,1,3
31,Private,162572,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,0,4
26,Private,35917,9,1,Sales,Husband,4,1,0,0,40,United-States,0,2
56,Self-emp,35723,4,1,Craft-repair,Husband,4,1,0,0,50,United-States,1,1
43,Private,194773,10,0,Other-service,Not-in-family,4,0,0,0,40,United-States,0,3
33,Private,62155,10,0,Sales,Not-in-family,2,1,0,0,35,United-States,0,3
45,Self-emp,192203,10,1,Craft-repair,Husband,4,1,0,1485,40,United-States,1,3
46,Private,174370,10,0,Sales,Not-in-family,4,1,0,0,55,United-States,0,3
26,Private,161007,11,1,Handlers-cleaners,Husband,4,1,0,0,80,United-States,0,3
24,Private,270517,9,0,Other-service,Own-child,4,0,0,0,40,Mexico,0,2
43,Private,163847,13,1,Farming-fishing,Husband,4,1,0,0,50,United-States,1,4
40,Private,193882,11,0,Machine-op-inspct,Own-child,4,1,0,0,40,United-States,0,3
61,Private,160037,4,0,Other-service,Not-in-family,4,1,0,0,35,United-States,0,1
34,Public-sector,189944,10,0,Adm-clerical,Not-in-family,2,0,0,0,72,United-States,0,3
85,Private,115364,9,0,Sales,Unmarried,4,1,0,0,35,United-States,0,2
41,Private,163174,9,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
31,Public-sector,188900,12,0,Adm-clerical,Not-in-family,4,0,3325,0,35,United-States,0,3
22,Private,214399,10,0,Sales,Own-child,4,0,0,0,30,United-States,0,3
60,Private,156616,9,0,Other-service,Unmarried,2,0,0,0,40,United-States,0,2
29,Private,204862,12,0,Prof-specialty,Not-in-family,4,0,0,0,36,United-States,0,3
34,?,55921,9,1,?,Husband,4,1,0,0,40,United-States,0,2
35,Public-sector,172475,13,0,Exec-managerial,Not-in-family,1,0,2977,0,45,United-States,0,4
24,Private,153082,9,0,Sales,Not-in-family,4,1,0,0,30,United-States,0,2
45,Public-sector,195418,14,0,Prof-specialty,Not-in-family,2,1,0,0,40,United-States,0,5
21,Public-sector,276840,8,0,Other-service,Own-child,2,1,0,0,20,United-States,0,1
30,Private,97933,12,1,Transport-moving,Wife,4,0,0,1485,37,United-States,1,3
50,Self-emp,119099,10,1,Exec-managerial,Husband,4,1,0,0,99,United-States,1,3
41,Self-emp,83411,9,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,2
21,Private,198992,9,0,Sales,Not-in-family,4,0,0,0,33,United-States,0,2
45,Private,337825,9,1,Craft-repair,Husband,4,1,0,0,45,United-States,0,2
34,Private,192002,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
28,Private,189346,9,0,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
19,Private,231962,9,0,Other-service,Unmarried,4,1,0,0,40,United-States,0,2
26,Private,164488,13,0,Prof-specialty,Not-in-family,4,1,13550,0,50,United-States,1,4
48,Private,200471,13,1,Transport-moving,Husband,4,1,0,0,45,United-States,1,4
69,Private,228921,13,0,Prof-specialty,Not-in-family,4,1,0,2282,40,United-States,1,4
41,Private,184846,10,0,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,3
43,Private,233851,13,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,4
28,Private,499001,9,0,Craft-repair,Unmarried,4,1,0,0,40,Mexico,0,2
65,Public-sector,125768,10,0,Adm-clerical,Not-in-family,4,0,0,0,28,United-States,0,3
31,Private,255004,13,0,Exec-managerial,Not-in-family,4,1,0,1741,38,United-States,0,4
28,Private,157624,13,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,4
51,Private,146767,13,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,4
45,Private,118291,10,0,Craft-repair,Not-in-family,4,0,0,0,80,United-States,0,3
43,Private,313181,9,0,Adm-clerical,Other-relative,2,1,0,0,38,United-States,0,2
31,Private,87891,12,1,Sales,Husband,4,1,0,0,60,United-States,0,3
31,Private,226443,10,1,Craft-repair,Husband,4,1,0,0,55,United-States,1,3
45,Private,81132,10,1,Craft-repair,Other-relative,1,1,0,0,40,Philippines,0,3
20,Private,216436,13,0,Sales,Other-relative,2,0,0,0,30,United-States,0,4
25,Private,213412,13,0,Tech-support,Unmarried,4,1,0,0,40,United-States,0,4
36,Private,179358,9,0,Handlers-cleaners,Unmarried,4,0,0,0,30,United-States,0,2
31,Private,369825,13,0,Sales,Not-in-family,4,1,4101,0,50,United-States,0,4
56,Private,199763,10,1,Craft-repair,Husband,4,1,0,0,45,United-States,0,3
26,Private,239390,13,0,Sales,Own-child,4,1,0,0,18,United-States,0,4
47,Self-emp,173613,10,0,Exec-managerial,Not-in-family,4,0,0,0,65,United-States,0,3
40,Self-emp,37869,9,1,Exec-managerial,Husband,4,1,0,0,50,United-States,0,2
32,Private,302845,9,1,Exec-managerial,Wife,4,0,0,0,48,United-States,0,2
34,Public-sector,85218,14,0,Prof-specialty,Unmarried,2,0,0,0,24,United-States,0,5
37,Private,48268,9,1,Exec-managerial,Husband,4,1,0,0,55,United-States,0,2
