p_id,age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
8987,43,Private,177905,9,Married-civ-spouse,Handlers-cleaners,Husband,4,1,3908,0,40,United-States,0,2
8988,32,Private,204374,15,Married-civ-spouse,Prof-specialty,Husband,4,1,0,1977,60,United-States,1,5
8989,43,Private,60001,13,Divorced,Sales,Unmarried,4,1,0,0,44,United-States,1,4
8990,31,Private,223046,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,60,United-States,0,2
8991,29,?,44921,9,Married-civ-spouse,?,Wife,4,0,0,0,40,United-States,0,2
8992,24,Private,154571,10,Never-married,Adm-clerical,Own-child,1,1,0,0,20,United-States,0,3
8993,39,Private,67136,11,Separated,Adm-clerical,Not-in-family,1,1,0,0,40,United-States,0,3
8994,29,Private,188675,10,Married-civ-spouse,Craft-repair,Husband,2,1,0,0,40,Jamaica,1,3
8995,20,Private,390817,3,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,25,Mexico,0,1
8996,23,?,145964,10,Never-married,?,Not-in-family,4,1,0,0,40,United-States,0,3
8997,42,Private,30424,7,Separated,Other-service,Unmarried,4,0,0,0,38,United-States,0,1
8998,53,Private,548361,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
8999,20,Private,189148,9,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,48,United-States,0,2
9000,58,Self-emp-not-inc,266707,2,Married-civ-spouse,Transport-moving,Husband,4,1,0,2179,18,United-States,0,1
9001,51,Self-emp-not-inc,311569,9,Divorced,Sales,Not-in-family,4,1,0,0,40,United-States,0,2
9002,25,Private,187653,9,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,48,United-States,0,2
9003,38,Private,235379,12,Never-married,Prof-specialty,Unmarried,4,0,0,0,36,United-States,0,3
9004,41,Private,188615,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
9005,58,Private,322691,13,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,4
9006,25,Private,184698,6,Never-married,Machine-op-inspct,Not-in-family,4,1,0,0,40,Dominican-Republic,0,1
9007,50,Private,144361,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
9008,32,Private,130057,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,1,4
9009,31,Self-emp-inc,117963,16,Never-married,Prof-specialty,Own-child,4,1,0,0,40,United-States,0,5
9010,22,Private,123876,10,Never-married,Other-service,Own-child,4,0,0,0,20,United-States,0,3
9011,37,Private,248445,9,Divorced,Handlers-cleaners,Other-relative,4,1,0,0,40,El-Salvador,0,2
9012,32,Private,207172,10,Never-married,Sales,Other-relative,4,0,0,0,40,United-States,0,3
9013,46,State-gov,119904,15,Never-married,Prof-specialty,Not-in-family,4,0,0,1564,55,United-States,1,5
9014,62,Private,134768,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,1,2
9015,40,Local-gov,269168,9,Married-civ-spouse,Other-service,Husband,3,1,0,0,40,?,0,2
9016,56,Private,132026,13,Married-civ-spouse,Sales,Husband,2,1,7688,0,45,United-States,1,4
9017,37,Private,60722,10,Divorced,Exec-managerial,Not-in-family,1,0,0,0,40,Japan,1,3
9018,41,Private,648223,2,Married-spouse-absent,Farming-fishing,Unmarried,4,1,0,0,40,Mexico,0,1
9019,56,Private,298695,4,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,48,United-States,0,1
9020,20,Private,219835,10,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,30,United-States,0,3
9021,34,Self-emp-not-inc,313729,13,Married-civ-spouse,Sales,Husband,4,1,0,0,60,United-States,1,4
9022,45,Private,140644,9,Married-civ-spouse,Sales,Husband,4,1,0,0,50,United-States,1,2
9023,30,Private,203488,10,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,3
9024,51,Self-emp-not-inc,132341,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,1,2
9025,27,Private,161683,7,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,42,United-States,0,1
9026,38,Private,312771,11,Married-civ-spouse,Sales,Husband,4,1,0,0,40,United-States,1,3
9027,39,Private,258102,10,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,50,United-States,0,3
9028,57,?,24127,13,Married-civ-spouse,?,Husband,4,1,0,0,8,United-States,0,4
9029,47,Private,254367,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,3
9030,77,?,185426,9,Married-civ-spouse,?,Husband,4,1,0,0,15,United-States,0,2
9031,43,Private,152629,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
9032,46,Local-gov,141058,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,65,United-States,0,2
9033,41,Private,233130,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
9034,20,Private,406641,9,Never-married,Adm-clerical,Not-in-family,4,0,0,0,30,United-States,0,2
9035,30,State-gov,119422,6,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,0,1
9036,30,Private,255486,9,Married-civ-spouse,Other-service,Husband,2,1,0,0,25,United-States,0,2
9037,22,Private,161532,10,Never-married,Handlers-cleaners,Own-child,4,1,0,0,35,United-States,0,3
9038,25,Private,75759,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,44,United-States,1,2
9039,18,Private,163332,9,Never-married,Sales,Own-child,4,0,0,0,22,United-States,0,2
9040,28,Private,103802,13,Never-married,Exec-managerial,Own-child,4,0,0,1408,40,?,0,4
9041,50,Private,34832,13,Married-civ-spouse,Tech-support,Husband,4,1,15024,0,40,United-States,1,4
9042,28,Private,37933,9,Never-married,Other-service,Not-in-family,2,0,0,0,48,United-States,0,2
9043,21,Private,165107,10,Never-married,Priv-house-serv,Own-child,4,0,0,0,40,United-States,0,3
9044,37,Private,126011,11,Divorced,Tech-support,Own-child,4,1,0,0,40,United-States,0,3
9045,28,Federal-gov,56651,13,Never-married,Prof-specialty,Own-child,2,0,0,0,40,United-States,0,4
9046,23,Private,522881,3,Married-civ-spouse,Other-service,Husband,4,1,0,0,35,Mexico,0,1
9047,32,Private,191777,11,Never-married,Exec-managerial,Not-in-family,2,0,0,0,35,England,0,3
9048,27,Private,132686,8,Never-married,Machine-op-inspct,Own-child,4,1,0,0,50,United-States,0,1
9049,55,Private,201112,9,Divorced,Prof-specialty,Unmarried,2,0,0,0,40,United-States,0,2
9050,44,Private,174283,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
9051,25,Private,208591,13,Never-married,Prof-specialty,Own-child,4,1,0,0,40,United-States,0,4
9052,29,Private,126399,9,Divorced,Sales,Unmarried,4,0,0,0,32,United-States,0,2
9053,50,Private,142073,9,Married-spouse-absent,Exec-managerial,Not-in-family,4,0,0,0,55,United-States,0,2
9054,18,Private,395567,9,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
9055,74,Private,180455,13,Widowed,Other-service,Not-in-family,4,0,0,0,8,United-States,0,4
9056,22,Private,235853,5,Never-married,Sales,Not-in-family,4,1,0,0,40,United-States,0,1
9057,27,Private,160731,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,0,4
9058,27,State-gov,31935,10,Never-married,Tech-support,Own-child,4,0,0,0,80,United-States,0,3
9059,41,Private,35166,15,Married-civ-spouse,Prof-specialty,Husband,4,1,15024,0,50,United-States,1,5
9060,24,Private,161092,10,Married-civ-spouse,Adm-clerical,Husband,4,1,7298,0,40,United-States,1,3
9061,23,Private,223019,9,Never-married,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
9062,34,Self-emp-not-inc,179673,15,Married-civ-spouse,Prof-specialty,Husband,4,1,7688,0,60,United-States,1,5
9063,46,State-gov,248895,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
9064,32,Private,200323,15,Never-married,Prof-specialty,Not-in-family,4,1,0,0,60,United-States,0,5
9065,41,Private,230020,9,Married-civ-spouse,Craft-repair,Husband,3,1,0,0,40,United-States,0,2
9066,29,Private,134890,11,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,40,United-States,1,3
9067,48,Private,162096,5,Married-civ-spouse,Machine-op-inspct,Other-relative,1,0,0,0,45,China,0,1
9068,51,Private,103824,9,Never-married,Other-service,Not-in-family,2,1,0,0,40,Haiti,0,2
9069,34,State-gov,61431,8,Never-married,Adm-clerical,Not-in-family,2,0,0,0,40,United-States,0,1
9070,58,Private,197319,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,1,4
9071,52,Private,183618,9,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,2
9072,37,Self-emp-not-inc,268598,13,Married-civ-spouse,Exec-managerial,Husband,3,1,7298,0,50,Puerto-Rico,1,4
9073,53,Private,263729,10,Separated,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,3
9074,54,Private,39493,11,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,20,United-States,0,3
9075,36,Private,185360,9,Married-civ-spouse,Sales,Husband,4,1,0,0,60,United-States,0,2
9076,25,Private,132661,11,Never-married,Adm-clerical,Own-child,4,0,0,0,60,United-States,0,3
9077,20,Private,266400,10,Never-married,Prof-specialty,Own-child,4,0,0,0,48,United-States,0,3
9078,23,Private,433669,12,Never-married,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,3
9079,39,Self-emp-inc,216473,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,60,United-States,1,4
9080,20,Self-emp-not-inc,217404,6,Never-married,Machine-op-inspct,Own-child,4,1,0,0,40,United-States,0,1
9081,28,Private,227778,11,Never-married,Other-service,Other-relative,2,1,0,0,40,United-States,0,3
9082,73,State-gov,96262,9,Widowed,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
9083,67,Private,247566,9,Married-civ-spouse,Protective-serv,Husband,4,1,0,0,24,United-States,0,2
9084,56,Private,139616,13,Divorced,Exec-managerial,Not-in-family,4,1,0,0,45,United-States,1,4
9085,32,Private,73585,11,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
9086,42,Private,37869,10,Divorced,Machine-op-inspct,Not-in-family,4,1,0,1590,40,United-States,0,3
9087,33,Private,165814,9,Married-civ-spouse,Other-service,Husband,2,1,0,0,40,United-States,0,2
9088,37,Private,108913,9,Never-married,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
9089,33,Private,34975,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,0,3
9090,31,Private,157078,6,Never-married,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,1
9091,59,Private,232672,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,5
9092,21,Private,294295,9,Never-married,Adm-clerical,Unmarried,4,1,0,0,40,United-States,0,2
9093,58,Self-emp-inc,130454,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,3
9094,24,Local-gov,461678,6,Never-married,Other-service,Not-in-family,4,1,0,0,40,United-States,0,1
9095,26,State-gov,252284,10,Married-civ-spouse,Protective-serv,Husband,4,1,0,0,40,United-States,0,3
9096,26,Private,256737,7,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,1
9097,33,Local-gov,96480,14,Never-married,Prof-specialty,Not-in-family,4,0,0,0,40,Germany,0,5
9098,25,Private,234263,13,Never-married,Sales,Not-in-family,4,1,0,0,40,United-States,0,4
9099,21,Private,109952,6,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,50,United-States,0,1
9100,24,Private,262570,9,Never-married,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,2
9101,39,Self-emp-not-inc,65716,12,Married-civ-spouse,Adm-clerical,Wife,4,0,0,0,40,United-States,1,3
9102,68,Private,201732,10,Divorced,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,3
9103,66,Self-emp-not-inc,174788,10,Never-married,Sales,Not-in-family,4,0,0,0,20,United-States,0,3
9104,38,Private,278924,13,Never-married,Farming-fishing,Not-in-family,4,1,0,0,40,United-States,0,4
9105,41,Private,101593,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,5
9106,71,?,193863,4,Widowed,?,Other-relative,4,0,0,0,16,Poland,0,1
9107,37,Private,342768,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
9108,54,Self-emp-not-inc,242606,14,Married-civ-spouse,Sales,Husband,4,1,4386,0,45,United-States,1,5
9109,27,State-gov,176727,13,Never-married,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,4
9110,49,Private,99179,13,Never-married,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
9111,19,State-gov,354104,10,Never-married,Prof-specialty,Own-child,4,1,0,0,10,United-States,0,3
9112,25,Private,61956,10,Never-married,Transport-moving,Not-in-family,4,1,0,0,50,United-States,0,3
9113,47,Federal-gov,137917,10,Married-civ-spouse,Adm-clerical,Husband,2,1,0,0,40,United-States,1,3
9114,40,Private,224658,10,Married-civ-spouse,Sales,Other-relative,4,1,0,0,40,United-States,0,3
9115,38,Private,51100,13,Divorced,Exec-managerial,Not-in-family,4,1,3325,0,40,United-States,0,4
9116,25,Private,224361,9,Never-married,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
9117,25,Private,362912,10,Never-married,Craft-repair,Own-child,4,0,0,0,50,United-States,0,3
9118,23,Private,218782,6,Never-married,Handlers-cleaners,Other-relative,3,1,0,0,40,United-States,0,1
9119,28,Private,103389,14,Divorced,Sales,Own-child,4,0,0,0,40,United-States,0,5
9120,29,Private,308944,9,Married-spouse-absent,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,2
9121,32,Private,140092,7,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
9122,34,Private,202210,9,Never-married,Other-service,Unmarried,2,0,0,0,40,United-States,0,2
9123,52,Private,416059,13,Married-civ-spouse,Prof-specialty,Husband,2,1,0,0,40,United-States,1,4
9124,33,Self-emp-not-inc,281030,9,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,94,United-States,0,2
9125,19,Private,169758,10,Never-married,Sales,Own-child,4,1,0,0,35,United-States,0,3
9126,68,Private,193666,16,Married-civ-spouse,Prof-specialty,Husband,4,1,20051,0,55,United-States,1,5
9127,41,Private,139907,6,Never-married,Handlers-cleaners,Unmarried,4,1,0,0,50,United-States,0,1
9128,18,Self-emp-inc,119422,9,Never-married,Other-service,Unmarried,1,0,0,0,30,India,0,2
9129,29,Private,149324,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,1485,40,United-States,1,3
9130,40,Private,259307,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,5
9131,51,Self-emp-not-inc,74160,14,Divorced,Prof-specialty,Unmarried,4,1,0,0,60,United-States,1,5
9132,49,Private,134797,10,Divorced,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,3
9133,20,State-gov,41103,10,Never-married,Other-service,Own-child,4,0,0,0,20,United-States,0,3
9134,38,Local-gov,193026,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,50,United-States,1,2
9135,57,Private,303986,3,Never-married,Other-service,Not-in-family,4,1,0,0,40,Cuba,0,1
9136,35,Private,126569,10,Married-civ-spouse,Sales,Husband,4,1,4064,0,40,United-States,0,3
9137,66,Private,166461,7,Married-civ-spouse,Sales,Husband,4,1,0,0,26,United-States,0,1
9138,27,?,61387,13,Married-civ-spouse,?,Husband,4,1,0,0,15,United-States,0,4
9139,25,Private,254746,11,Never-married,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,3
9140,77,?,28678,14,Married-civ-spouse,?,Husband,4,1,9386,0,6,United-States,1,5
9141,19,?,180976,6,Never-married,?,Unmarried,4,0,0,0,35,United-States,0,1
9142,70,Private,282642,9,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,2174,40,United-States,1,2
9143,59,Self-emp-not-inc,136413,4,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,48,United-States,0,1
9144,25,Private,131463,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,0,4
9145,44,Local-gov,177240,15,Never-married,Prof-specialty,Not-in-family,4,1,10520,0,40,United-States,1,5
9146,37,Private,218490,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,55,El-Salvador,1,5
9147,75,?,260543,6,Widowed,?,Other-relative,1,0,0,0,1,China,0,1
9148,21,?,80680,9,Never-married,?,Not-in-family,4,0,0,0,40,United-States,0,2
9149,21,Private,20728,9,Never-married,Sales,Own-child,4,0,4101,0,40,United-States,0,2
9150,47,Federal-gov,117628,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
9151,20,Private,91939,9,Never-married,Adm-clerical,Not-in-family,2,0,0,1721,30,United-States,0,2
9152,32,State-gov,175931,9,Married-civ-spouse,Protective-serv,Husband,4,1,0,0,40,United-States,0,2
9153,28,Private,309566,9,Never-married,Adm-clerical,Unmarried,4,0,0,0,20,United-States,0,2
9154,53,Private,123703,9,Divorced,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,2
9155,19,?,369678,9,Never-married,?,Not-in-family,3,1,0,0,30,United-States,0,2
9156,58,Private,29928,10,Married-civ-spouse,Sales,Wife,4,0,0,0,36,United-States,0,3
9157,22,Private,167868,9,Never-married,Sales,Not-in-family,4,0,0,0,30,United-States,0,2
9158,23,Private,235894,7,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,55,United-States,0,1
9159,21,Private,189888,9,Never-married,Handlers-cleaners,Not-in-family,4,1,3325,0,60,United-States,0,2
9160,36,Private,111545,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,70,United-States,0,2
9161,39,Private,175972,10,Married-civ-spouse,Other-service,Wife,4,0,0,0,15,United-States,0,3
9162,34,Local-gov,254270,13,Never-married,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
9163,41,Local-gov,185057,14,Never-married,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,5
9164,72,Private,157593,13,Married-civ-spouse,Sales,Husband,4,1,1455,0,6,United-States,0,4
9165,34,Private,101345,9,Married-civ-spouse,Other-service,Wife,4,0,0,0,40,United-States,1,2
9166,51,Local-gov,176751,13,Married-civ-spouse,Prof-specialty,Husband,4,1,0,1902,40,United-States,1,4
9167,32,Self-emp-not-inc,97723,11,Never-married,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
9168,38,Private,127601,10,Widowed,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,1,3
9169,37,Private,227597,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
9170,21,?,143995,10,Never-married,?,Own-child,2,1,0,0,20,United-States,0,3
9171,21,Private,250051,10,Never-married,Prof-specialty,Own-child,4,0,0,0,10,United-States,0,3
9172,26,Private,284078,10,Never-married,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,3
9173,34,Private,207668,10,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,1887,40,United-States,1,3
9174,18,Private,163787,10,Never-married,Sales,Own-child,4,0,0,0,15,United-States,0,3
9175,27,Private,119170,7,Never-married,Exec-managerial,Unmarried,4,0,0,0,45,United-States,0,1
9176,20,Private,188612,10,Never-married,Adm-clerical,Own-child,4,0,0,0,38,Nicaragua,0,3
9177,36,Private,114605,11,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,1,3
9178,31,?,317761,13,Never-married,?,Not-in-family,4,1,0,0,40,United-States,0,4
9179,32,Private,164197,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,60,United-States,1,4
9180,54,Private,329266,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,44,United-States,1,2
9181,34,Local-gov,207383,14,Widowed,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,5
9182,46,Private,123598,10,Married-civ-spouse,Sales,Husband,4,1,0,0,48,United-States,1,3
9183,33,Private,259931,7,Separated,Machine-op-inspct,Other-relative,4,1,0,0,30,United-States,0,1
9184,32,Private,134737,13,Married-civ-spouse,Prof-specialty,Husband,4,1,99999,0,50,United-States,1,4
9185,42,Private,106900,11,Never-married,Tech-support,Not-in-family,4,1,0,0,40,United-States,0,3
9186,30,Private,87054,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,50,United-States,0,2
9187,37,Private,82622,10,Married-civ-spouse,Other-service,Husband,4,1,0,0,40,United-States,1,3
9188,28,Private,181659,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
9189,25,Private,321205,13,Never-married,Exec-managerial,Not-in-family,4,1,4101,0,35,United-States,0,4
9190,44,Self-emp-not-inc,231348,10,Married-civ-spouse,Other-service,Husband,4,1,0,0,40,United-States,1,3
9191,40,Private,276096,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
9192,36,Private,290560,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,0,3
9193,21,Private,307315,10,Never-married,Adm-clerical,Unmarried,4,1,0,0,40,United-States,0,3
9194,39,State-gov,99156,16,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,50,United-States,1,5
9195,24,Private,237928,13,Never-married,Prof-specialty,Not-in-family,4,1,0,0,39,United-States,0,4
9196,46,Private,153501,9,Never-married,Transport-moving,Not-in-family,0,1,0,0,40,United-States,0,2
9197,47,?,149700,13,Married-civ-spouse,?,Husband,4,1,0,0,36,United-States,1,4
9198,47,Private,189680,13,Married-civ-spouse,Sales,Husband,4,1,0,1977,40,United-States,1,4
9199,35,Private,374524,15,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,75,United-States,1,5
9200,60,Self-emp-not-inc,127805,4,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,1,1
9201,35,Private,150217,13,Married-civ-spouse,Other-service,Wife,4,0,0,0,24,Poland,0,4
9202,33,Private,295649,9,Separated,Other-service,Unmarried,4,0,0,0,40,China,0,2
9203,21,Private,197182,12,Never-married,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,3
9204,37,Private,241998,13,Married-civ-spouse,Tech-support,Husband,4,1,0,0,50,United-States,1,4
9205,48,Federal-gov,156410,9,Married-civ-spouse,Adm-clerical,Husband,2,1,0,0,50,United-States,1,2
9206,58,Private,473836,4,Widowed,Farming-fishing,Other-relative,4,0,0,0,45,Guatemala,0,1
9207,21,Private,198431,9,Never-married,Handlers-cleaners,Not-in-family,4,0,0,0,40,United-States,0,2
9208,22,Private,113936,9,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
9209,22,Private,318915,9,Never-married,Other-service,Unmarried,4,0,0,0,40,United-States,0,2
9210,28,Self-emp-not-inc,175406,14,Married-civ-spouse,Exec-managerial,Wife,4,0,0,0,30,United-States,1,5
9211,33,?,193172,11,Married-civ-spouse,?,Own-child,4,0,7688,0,50,United-States,1,3
9212,23,Federal-gov,320294,9,Never-married,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,2
9213,58,State-gov,400285,9,Married-civ-spouse,Adm-clerical,Husband,2,1,0,0,40,United-States,1,2
9214,24,?,283731,13,Never-married,?,Own-child,4,1,0,0,40,United-States,0,4
9215,38,Local-gov,227154,13,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,Philippines,0,4
9216,49,Private,298659,9,Married-civ-spouse,Sales,Husband,4,1,0,0,15,Mexico,0,2
9217,47,Private,212120,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,1,4
9218,50,Private,320510,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,1902,40,United-States,1,4
9219,21,Private,175800,9,Never-married,Prof-specialty,Unmarried,4,0,0,0,55,United-States,0,2
9220,55,Private,170169,9,Separated,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
9221,47,Private,344157,7,Divorced,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,1
9222,19,Private,199441,9,Never-married,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,2
9223,47,Private,225456,9,Never-married,Tech-support,Other-relative,4,1,0,0,50,United-States,0,2
9224,36,Private,61178,7,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
9225,28,Local-gov,175262,12,Married-civ-spouse,Protective-serv,Husband,4,1,0,2002,40,England,0,3
9226,42,Private,152568,9,Widowed,Sales,Unmarried,0,0,0,0,40,United-States,0,2
9227,41,Private,182108,14,Never-married,Prof-specialty,Not-in-family,4,0,27828,0,35,United-States,1,5
9228,46,Private,273771,13,Married-civ-spouse,Sales,Husband,4,1,99999,0,40,United-States,1,4
9229,32,Private,208291,9,Married-civ-spouse,Sales,Husband,4,1,0,0,50,United-States,0,2
9230,34,Private,224358,6,Never-married,Other-service,Unmarried,2,0,0,0,40,United-States,0,1
9231,33,Private,55176,4,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
9232,60,State-gov,152711,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
9233,53,Private,68684,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
9234,24,Private,185452,13,Never-married,Tech-support,Not-in-family,4,0,0,0,50,United-States,0,4
9235,39,Federal-gov,175232,10,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,1977,60,United-States,1,3
9236,23,Private,173851,10,Never-married,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
9237,50,Private,162327,13,Married-civ-spouse,Adm-clerical,Husband,4,1,0,1902,50,?,1,4
9238,36,Local-gov,51424,9,Divorced,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,2
9239,19,Private,123416,8,Separated,Prof-specialty,Own-child,4,0,1055,0,40,United-States,0,1
9240,26,Private,262656,9,Never-married,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
9241,38,Private,233194,9,Married-civ-spouse,Sales,Husband,2,1,0,0,40,United-States,1,2
9242,41,Private,290660,13,Married-civ-spouse,Craft-repair,Husband,4,1,7688,0,55,United-States,1,4
9243,22,Private,151105,10,Never-married,Sales,Other-relative,4,0,0,0,18,United-States,0,3
9244,38,Private,179117,12,Never-married,Machine-op-inspct,Not-in-family,2,0,10520,0,50,United-States,1,3
9245,72,?,33608,10,Married-civ-spouse,?,Husband,4,1,9386,0,30,United-States,1,3
9246,39,Private,317434,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
9247,35,State-gov,126569,9,Married-civ-spouse,Craft-repair,Husband,4,1,7298,0,40,United-States,1,2
9248,38,Local-gov,745768,10,Divorced,Exec-managerial,Unmarried,2,0,0,0,45,United-States,0,3
9249,19,Private,69927,9,Married-civ-spouse,Other-service,Wife,2,0,0,0,16,United-States,0,2
9250,26,Private,302603,9,Never-married,Transport-moving,Own-child,4,1,0,0,45,United-States,0,2
9251,52,Private,46788,13,Divorced,Craft-repair,Unmarried,4,1,0,0,25,United-States,0,4
9252,41,Private,289886,3,Married-civ-spouse,Other-service,Husband,3,1,0,1579,40,Nicaragua,0,1
9253,45,Private,179135,9,Divorced,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
9254,58,Federal-gov,175873,10,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,1,3
9255,34,Private,57426,13,Never-married,Sales,Not-in-family,4,1,0,0,45,United-States,0,4
